2800,SJ
3150,SK
3500,SF
3850,SF
4200,SF
4550,SF
4900,SD
5250,SD
5600,SD
5950,SD
6300,SF
6650,SF
7000,SF
7350,SF
7700,SS
8050,SS
8400,SS
8750,SS
9100,SJ
9450,SK
9800,SK
10150,SK
10500,SK
10850,SJ
11200,SJ
11550,SJ
11900,SJ
12250,SD
12600,SD
12950,SD
13300,SD
13300,lF
13650,SS
13900,LF
14000,SJ
14350,SJ
14700,SJ
15050,SJ
15400,SK
15750,SK
16100,SK
16450,SK
16800,SS
17150,SS
17500,SS
17850,SS
18200,SF
18550,SF
18900,SF
19250,SF
19950,SK
20300,SK
20650,SK
21000,SK
21350,SD
21700,SF
22050,SD
22400,SF
22750,SJ
23100,SK
23450,SJ
23800,SK
24000,SD
24300,SK
24500,SD
24800,SK
25000,SD
25200,SF
25400,SJ
25800,SF
26100,SJ
26500,SS
27200,SS
27900,SD
28200,SK
28700,SD
29000,SK
29400,SS
30100,SS
30700,SS
30900,SJ
31100,SK
31400,SK
33200,SJ
33500,SF
33700,SD
33900,SD
34200,SF
34900,SD
35300,lS
35900,LS
36000,SF
36300,SJ
36700,SK
37100,SJ
38000,SF
38100,SD
38500,SS
39500,lD
40000,LD
40200,lJ
41300,LJ
41600,SF
42000,SD
42100,SF
42300,SS
43000,SK
43700,SJ
44400,SS
44800,lD
45000,LD
45200,SJ
45600,SK
46200,SJ
46900,SK
47300,SD
47600,SD
47700,SF
47800,SJ
47900,SK
48000,lF
48500,LF
48600,lD
49300,LD
49400,lS
50200,LS
50800,lD
51400,LD
51500,lK
52100,LK
52200,SD
52600,SF
52800,SF
52900,SJ
53000,SS
53100,SS
53200,SS
53300,SS
53400,SS
53500,SS
53600,SS
53700,SS
54300,lJ
55000,LJ
55100,lD
55900,LD
56500,lF
57100,LF
57200,lK
57900,LK
58100,SD
58200,SF
58300,SD
58400,SF
58500,SJ
58600,SF
58700,SJ
58800,SF
58900,SK
59100,SF
59300,SJ
59650,SK
60000,SF
60350,SF
60700,SD
60150,SJ
61400,SS
61750,SF
62100,SD
62450,SS
62800,SJ
63150,SK
63500,SJ
63850,SS
64200,SD
64550,SD
64900,SJ
65250,SJ
65600,SF
65950,SS
66300,SJ
66650,SJ
67000,SD
67350,SF
67700,SF
68050,SD
68400,SJ
68750,SS
69100,SJ
69450,SK
69800,SK
69900,SF
70000,SS
70200,SJ
70600,lD
71800,LD
71900,SS
72200,SS
72400,SJ
72700,SK
73000,SJ
73200,SJ
73300,SK
73700,SJ
73775,SJ
73850,SF
73925,SD
74000,SJ
74075,SK
74150,SS
74225,SS
74300,SF
74375,SD
75450,SS
74525,SJ
74600,SK
74700,SF
74850,SJ
75000,SF
75150,SD
75300,SJ
75450,SJ
75600,SF
75750,SS
75900,SF
76100,SD
76500,SS
76575,SS
76650,SS
76725,SS
76800,SS
76875,SS
76950,SS
77025,SS
77100,SS
77175,SS
77250,SS
77325,SS
77400,SS
77500,SF
77650,SD
77800,SF
77950,SD
78100,SK
78250,SJ
78400,SK
78550,SJ
78700,SF
78900,SD
79300,SS
79375,SS
79450,SS
79525,SS
79600,SS
79675,SS
79750,SS
79825,SS
79900,SS
79975,SS
80050,SS
80125,SS
80200,SJ
80300,SJ
80450,SK
80600,SK
80750,SJ
80900,SJ
81050,SS
81200,SS
81350,SF
81500,SD
81700,SF
82100,SS
82175,SS
82250,SS
82325,SS
82400,SS
82475,SS
82550,SS
82625,SS
82700,SS
82775,SS
82850,SS
82925,SS
83000,SS
83100,SF
83250,SJ
83400,SF
83550,SD
83700,SF
83850,SF
84000,SK
84150,SJ
84300,SD
84500,SF
84900,SS
84975,SS
85050,SS
85125,SS
85275,SS
85350,SS
85425,SS
85500,SS
85575,SS
85650,SS
85725,SS
85800,SS
85900,SJ
86050,SK
86200,SJ
86350,SS
86500,SF
86650,SD
86800,SF
86950,SD
87100,SF
87300,SJ
87700,SS
87775,SS
87850,SS
87925,SS
88000,SS
88075,SS
88150,SS
88225,SS
88300,SS
