6100,SD
6400,SD
6600,SD
6800,SF
7100,SF
7500,SS
7900,SK
8100,SK
8300,SK
8700,SD
9000,SF
9200,SS
9600,SJ
9800,SJ
10000,SJ
10200,SK
10400,SK
10600,SJ
10800,SJ
11000,SD
11200,SF
11700,SK
11900,SJ
12100,SS
12300,SF
12500,SD
13200,SK
13400,SK
13600,SJ
14100,SF
14300,SS
14700,SS
14900,SD
15200,SK
15500,SS
15700,SS
15900,SS
16300,SF
16500,SF
16700,SJ
17000,SK
17200,SK
17600,SK
17800,SK
18000,SS
18400,SF
18600,SD
18900,SF
19100,SS
19300,SJ
19700,SF
19900,SF
20100,SF
20300,SS
20600,SJ
21000,SK
21400,SJ
21600,SD
21900,SD
22100,SF
22300,SS
22500,SS
22700,SK
23100,SJ
23300,SD
23500,SD
23800,SF
24000,SS
24200,SK
24400,SK
24600,SS
24800,SD
25200,SF
25400,SF
25700,SF
25900,SD
26100,lK
26600,LK
26700,SS
26900,SS
27100,SJ
27600,SK
27800,SF
28200,SF
28400,SD
28600,SJ
29000,SD
29200,SK
29400,SJ
29900,SJ
30100,SS
30300,SD
30500,SS
30700,lS
31800,LS
32000,SK
32400,SF
32600,SD
32800,SD
33000,SJ
33200,SK
33400,SD
33700,SK
33900,SK
34300,SF
34500,lS
37000,LS
37300,SF
37700,SF
38100,SK
38500,SJ
39000,SS
39400,SD
39600,SD
39800,SD
40000,SJ
40200,SK
40400,SK
40700,SS
41100,SJ
41500,SK
41900,SF
42400,SF
42800,SK
43000,SJ
43200,SS
43400,SS
43600,SK
43800,SK
44100,SD
44500,SF
44900,SF
45300,SS
45800,SS
46200,SF
46400,SD
46600,SF
46800,SS
47000,SJ
47200,SK
47400,lF
53300,LF
53300,lS
54200,LS
54200,lK
55500,LK
55500,lJ
55800,LJ
55800,lD
56400,LD
56400,lF
56800,LF
56800,lK
57200,LK
57200,lS
57600,LS
57600,lF
58200,LF
58200,lD
58800,LD
58800,lK
59300,LK
59300,lF
60000,LF
60000,lS
65000,LS
